company,model,engine,cc,hp,max_speed,0_100_sec,price,fuel_type,seats,torque
volkswagen,Golf TGI,1.5L I4 CNG,1498.0,130.0,220,8.8,156000.0,Petrol,5,200.0
volkswagen,Scirocco GTS,2.0L I4 Turbo,1984.0,220.0,246,6.5,182000.0,Petrol,4,350.0
volkswagen,Caddy Maxi,2.0L Diesel I4,1968.0,150.0,180,12.0,130000.0,Diesel,7,250.0
volkswagen,Volkswagen Lupo 3L,1.2L Diesel I3,1199.0,61.0,165,14.5,104000.0,Diesel,4,140.0
volkswagen,Polo Beats,1.0L I3 Turbo,999.0,95.0,187,9.5,114400.0,Petrol,5,175.0
volkswagen,Golf TCR,2.0L I4 Turbo,1984.0,290.0,250,5.6,208000.0,Petrol,5,370.0
volkswagen,Tiguan R-Line,2.0L I4 Turbo,1984.0,230.0,250,4.9,234000.0,Petrol,5,420.0
volkswagen,Sharan Business,2.0L Diesel I4,1968.0,184.0,200,8.3,182000.0,Diesel,7,350.0
volkswagen,Arteon 280 TSI,2.0L I4 Turbo,1984.0,280.0,250,5.6,260000.0,Petrol,5,350.0
volkswagen,Jetta GLI 35th,2.0L I4 Turbo,1984.0,228.0,250,6.5,161200.0,Petrol,5,350.0
volkswagen,Beetle Final Edition,2.0L I4 Turbo,1984.0,174.0,205,7.0,130000.0,Petrol,4,250.0
volkswagen,Golf Variant TDI,2.0L Diesel I4,1968.0,184.0,220,7.8,156000.0,Diesel,5,350.0
volkswagen,Golf 4MOTION,2.0L Diesel I4,1968.0,184.0,250,4.9,208000.0,Petrol,5,400.0
volkswagen,Jetta SportWagen,1.4L I4 Turbo / 2.0L Diesel I4,1395.0,150.0,200,8.5,140400.0,Petrol,5,250.0
volkswagen,Polo GTI Plus,2.0L I4 Turbo,1984.0,207.0,237,6.7,156000.0,Petrol,5,320.0
volkswagen,Touareg V6,3.0L V6 Turbo Diesel / Gasoline,2967.0,340.0,235,7.5,312000.0,Petrol,5,450.0
volkswagen,Amarok V8,4.0L V8 Turbo Diesel,3996.0,340.0,210,7.4,364000.0,Diesel,5,580.0
volkswagen,Golf R Cabriolet,2.0L I4 Turbo,1984.0,265.0,250,5.9,234000.0,Petrol,4,380.0
volkswagen,Passat Alltrack TDI,2.0L Diesel I4,1968.0,190.0,220,8.0,208000.0,Diesel,5,400.0
nissan,Versa,1.6L Inline-4,1598.0,122.0,180,10.4,86840.0,Petrol,5,154.0
nissan,Micra,1.0L Turbocharged Inline-3,999.0,100.0,175,10.8,80600.0,Petrol,5,160.0
nissan,Patrol Platinum,5.6L V8,5552.0,400.0,210,7.3,400400.0,Petrol,7,560.0
nissan,Qashqai,1.3L Turbocharged Inline-4,1332.0,156.0,195,8.9,135200.0,Petrol,5,260.0
nissan,Murano,3.5L V6,3498.0,260.0,210,7.5,202800.0,Petrol,5,325.0
nissan,Maxima Platinum,3.5L V6,3498.0,300.0,220,6.2,234000.0,Petrol,5,353.0
nissan,Armada,5.6L V8,5552.0,400.0,210,6.5,265200.0,Petrol,8,560.0
nissan,Kicks,1.6L Inline-4,1598.0,122.0,180,10.7,104000.0,Petrol,5,154.0
nissan,Z (Fairlady Z),3.0L Twin-Turbo V6,2997.0,400.0,250,4.5,208000.0,Petrol,2,475.0
nissan,Almera,1.0L Turbocharged Inline-3,999.0,100.0,185,10.7,75400.0,Petrol,5,160.0
nissan,Sylphy,1.8L Inline-4,1798.0,137.0,190,9.6,93600.0,Petrol,5,174.0
nissan,Sunny,1.6L Inline-4,1598.0,118.0,180,11.0,78000.0,Petrol,5,156.0
nissan,Cube,1.8L Inline-4,1798.0,122.0,175,10.6,75400.0,Petrol,5,171.0
nissan,Juke,1.0L Turbocharged Inline-3,999.0,117.0,180,10.4,130000.0,Petrol,5,180.0
nissan,Terrano,1.5L Inline-4 Diesel,1461.0,110.0,168,13.5,80600.0,Diesel,5,248.0
nissan,Magnite,1.0L Turbocharged Inline-3,999.0,100.0,160,13.0,62400.0,Petrol,5,160.0
nissan,Xterra,4.0L V6,3954.0,261.0,200,7.8,182000.0,Petrol,7,381.0
nissan,Patrol,5.6L V8,5552.0,400.0,210,7.3,400400.0,Petrol,7,560.0
nissan,GT-R NISMO,3.8L Twin-Turbo V6,3799.0,600.0,330,2.9,1144000.0,Petrol,2,652.0
nissan,370Z Roadster,3.7L V6,3696.0,332.0,250,5.5,217464.0,Petrol,2,366.0
nissan,Patrol Royale,5.6L V8,5552.0,400.0,210,6.6,442000.0,Petrol,7,560.0
nissan,Infiniti QX80*,5.6L V8,5552.0,400.0,210,6.5,367120.0,Petrol,7,560.0
nissan,Tiida,1.6L Inline-4,1598.0,126.0,190,10.1,75400.0,Petrol,5,154.0
nissan,Pulsar,1.2L Turbocharged Inline-4,1197.0,115.0,190,10.7,98800.0,Petrol,5,190.0
nissan,Latio,1.5L Inline-4,1498.0,102.0,175,11.5,67600.0,Petrol,5,139.0
nissan,Bluebird Sylphy,2.0L Inline-4,1997.0,133.0,185,10.5,96200.0,Petrol,5,191.0
nissan,March,1.2L Inline-3,1198.0,79.0,170,13.7,62400.0,Petrol,5,106.0
nissan,Rogue Sport,2.0L Inline-4,1997.0,141.0,190,9.8,129792.0,Petrol,5,199.0
nissan,Pathfinder Rock Creek,3.5L V6,3498.0,284.0,190,7.4,222664.0,Petrol,7,351.0
nissan,Armada Platinum,5.6L V8,5552.0,400.0,210,6.5,339560.0,Petrol,8,560.0
nissan,Terrano XL,1.6L Inline-4,1598.0,104.0,165,12.5,72800.0,Petrol,5,145.0
nissan,370Z NISMO,3.7L V6,3696.0,350.0,250,5.2,238108.0,Petrol,2,374.0
nissan,Patrol NISMO,5.6L V8,5552.0,428.0,210,6.5,546000.0,Petrol,7,560.0
nissan,Infiniti Q60*,3.0L V6 Twin-Turbo,2997.0,300.0,250,5.0,217100.0,Petrol,4,400.0
nissan,Primera,2.0L Inline-4,1998.0,140.0,200,9.6,104000.0,Petrol,5,190.0
nissan,Skyline,3.0L V6 Twin-Turbo,2997.0,400.0,250,5.0,260000.0,Petrol,5,475.0
nissan,Cedric,2.0L Inline-6,1998.0,150.0,190,10.5,114400.0,Petrol,5,190.0
nissan,Gloria,2.5L V6,2498.0,210.0,210,8.6,156000.0,Petrol,5,250.0
nissan,Stanza,1.8L Inline-4,1796.0,120.0,175,11.0,96200.0,Petrol,5,170.0
nissan,Patrol Super Safari,4.8L Inline-6,4750.0,280.0,190,8.2,286000.0,Petrol,7,451.0
nissan,X-Terra Pro-4X,2.5L Inline-4,2498.0,190.0,175,10.8,208000.0,Petrol,7,240.0
nissan,Rogue Platinum,1.5L Turbo Inline-3,1497.0,201.0,180,8.2,197600.0,Petrol,5,300.0
nissan,GT-R V-Spec,3.8L Twin-Turbo V6,3799.0,600.0,330,2.8,910000.0,Petrol,2,652.0
nissan,Skyline NISMO,3.0L Twin-Turbo V6,2997.0,420.0,270,4.7,286000.0,Petrol,5,475.0
nissan,Patrol Titanium,5.6L V8,5552.0,428.0,210,6.5,509600.0,Petrol,7,560.0
nissan,Infiniti FX50*,5.0L V8,5026.0,390.0,250,5.6,321100.0,Petrol,5,500.0
nissan,Avenir,2.0L Inline-4,1998.0,140.0,180,9.8,104000.0,Petrol,5,186.0
nissan,Wingroad,1.8L Inline-4,1798.0,125.0,175,10.8,93600.0,Petrol,5,168.0
nissan,Presea,1.8L Inline-4,1838.0,115.0,170,11.5,91000.0,Petrol,5,161.0
nissan,Leopard,3.0L V6,2960.0,210.0,200,8.4,166400.0,Petrol,5,265.0
nissan,Sunny NISMO Edition,1.6L Turbo Inline-4,1598.0,190.0,200,7.5,124800.0,Petrol,5,240.0
nissan,Paladin,2.4L Inline-4,2438.0,150.0,180,10.6,104000.0,Petrol,5,217.0
nissan,Hardbody SUV,2.5L Inline-4,2498.0,158.0,175,11.0,96200.0,Petrol,5,225.0
nissan,Patrol Desert Edition,5.6L V8,5552.0,428.0,210,6.5,494000.0,Petrol,7,560.0
nissan,Pathfinder Armada,5.6L V8,5552.0,400.0,200,6.5,312000.0,Petrol,7,560.0
nissan,Rogue Midnight Edition,1.5L Turbo Inline-3,1497.0,201.0,180,8.2,202800.0,Petrol,5,300.0
nissan,GT-R Black Edition,3.8L Twin-Turbo V6,3799.0,600.0,330,2.8,962000.0,Petrol,2,652.0
nissan,Fairlady Z Heritage,3.0L Twin-Turbo V6,2997.0,400.0,250,4.2,249600.0,Petrol,2,475.0
nissan,Skyline GT-R R34,2.6L Twin-Turbo Inline-6,2568.0,276.0,250,5.6,364000.0,Petrol,4,392.0
nissan,Infiniti QX55*,2.0L VC-Turbo Inline-4,1997.0,268.0,230,6.5,260000.0,Petrol,5,380.0
nissan,NV350 Caravan,2.5L Inline-4 Diesel,2488.0,129.0,155,12.5,145600.0,Diesel,8,356.0
nissan,Navara,2.3L Inline-4 Diesel,2298.0,190.0,180,10.2,166400.0,Diesel,5,450.0
nissan,Titan XD,5.6L V8,5552.0,400.0,195,6.9,286000.0,Petrol,6,560.0
nissan,Evalia,1.5L Inline-4 Diesel,1461.0,85.0,140,15.0,130000.0,Diesel,7,200.0
nissan,Cabstar,2.5L Inline-4 Diesel,2488.0,130.0,145,14.8,140400.0,Diesel,3,350.0
nissan,Cherry,1.4L Inline-4,1397.0,67.0,145,14.0,72800.0,Petrol,5,110.0
nissan,Laurel,2.8L Inline-6 Diesel,2825.0,94.0,160,12.5,114400.0,Diesel,5,184.0
nissan,Silvia,2.0L Turbo Inline-4,1998.0,247.0,235,5.9,234000.0,Petrol,4,275.0
nissan,NX Coupe,2.0L Inline-4,1998.0,140.0,200,9.0,114400.0,Petrol,4,180.0
nissan,AD Wagon,1.5L Inline-4,1498.0,105.0,165,12.3,83200.0,Petrol,5,150.0
nissan,Patrol Super Safari Y61,4.8L Inline-6,4750.0,280.0,190,8.2,301600.0,Petrol,7,451.0
nissan,Pathfinder Rock Creek Edition,3.5L V6,3498.0,284.0,195,7.2,228800.0,Petrol,7,351.0
nissan,Terrano II,2.7L Inline-4 Diesel,2664.0,125.0,160,12.9,145600.0,Diesel,5,278.0
nissan,Murano CrossCabriolet,3.5L V6,3498.0,260.0,195,7.6,244400.0,Petrol,4,325.0
nissan,Skyline 400R,3.0L Twin-Turbo V6,2997.0,400.0,250,4.5,364000.0,Petrol,5,475.0
nissan,Infiniti G37*,3.7L V6,3696.0,328.0,250,5.5,218400.0,Petrol,5,365.0
nissan,Patrol Black Edition,5.6L V8,5552.0,400.0,200,6.5,442000.0,Petrol,7,560.0
nissan,Datsun 510 (Classic),1.6L Inline-4,1595.0,96.0,175,10.2,130000.0,Petrol,4,135.0
nissan,200SX,2.0L Turbo Inline-4,1998.0,200.0,240,7.2,156000.0,Petrol,4,265.0
nissan,300ZX,3.0L Twin-Turbo V6,2960.0,300.0,250,5.9,260000.0,Petrol,4,384.0
nissan,Figaro,1.0L Turbo Inline-4,987.0,76.0,170,12.8,104000.0,Petrol,4,103.0
nissan,Hardbody Truck,2.4L Inline-4,2389.0,134.0,160,10.6,130000.0,Petrol,5,206.0
nissan,Atlas,3.0L Inline-4 Diesel,2999.0,130.0,130,18.0,182000.0,Diesel,3,300.0
nissan,Clipper,660cc Inline-3,659.0,48.0,110,18.5,52000.0,Petrol,4,62.0
nissan,NV200,2.0L Inline-4,1998.0,131.0,140,14.0,145600.0,Petrol,7,188.0
nissan,Violet,1.8L Inline-4,1770.0,85.0,155,13.8,93600.0,Petrol,5,130.0
nissan,Bluebird Z,2.0L Inline-4,1998.0,140.0,190,11.0,119600.0,Petrol,5,180.0
nissan,Stanza Wagon,2.4L Inline-4,2389.0,138.0,160,12.0,114400.0,Petrol,7,205.0
nissan,180SX,2.0L Turbo Inline-4,1998.0,205.0,240,6.8,182000.0,Petrol,4,275.0
nissan,Sunny California,1.6L Inline-4,1597.0,110.0,170,11.0,93600.0,Petrol,5,140.0
nissan,Patrol Warrior,5.6L V8,5552.0,428.0,205,6.3,494000.0,Petrol,7,580.0
nissan,Pathfinder Armada Platinum,5.6L V8,5552.0,400.0,190,6.8,364000.0,Petrol,7,560.0
nissan,Rogue Sport SL,2.0L Inline-4,1998.0,141.0,190,9.0,166400.0,Petrol,5,195.0
nissan,GT-R Egoist,3.8L Twin-Turbo V6,3799.0,565.0,315,2.8,1144000.0,Petrol,2,637.0
nissan,Infiniti M45*,4.5L V8,4494.0,325.0,250,5.8,260000.0,Petrol,5,451.0
nissan,Skyline 50th Anniversary,3.0L Twin-Turbo V6,2997.0,400.0,250,4.5,390000.0,Petrol,5,475.0
nissan,Patrol Legend Edition,5.6L V8,5552.0,428.0,205,6.3,494000.0,Petrol,7,580.0
nissan,Datsun 240Z (Classic),2.4L Inline-6,2393.0,151.0,210,8.0,234000.0,Petrol,2,198.0
nissan,100NX,1.6L Inline-4,1597.0,110.0,185,9.6,93600.0,Petrol,4,135.0
nissan,Cedric Special Edition,3.0L V6,2960.0,250.0,225,8.5,312000.0,Petrol,5,330.0
nissan,300ZX Turbo,3.0L Twin-Turbo V6,2960.0,300.0,250,5.9,286000.0,Petrol,4,384.0
nissan,Silvia S15 Spec-R,2.0L Turbo Inline-4,1998.0,250.0,240,5.6,182000.0,Petrol,4,300.0
nissan,NV400,2.3L Inline-4 Diesel,2298.0,135.0,150,15.0,208000.0,Diesel,3,360.0
nissan,Titan Warrior,5.6L V8,5552.0,400.0,180,7.0,286000.0,Petrol,5,560.0
nissan,Caravan Coach,2.5L Inline-4 Diesel,2498.0,127.0,140,14.0,156000.0,Diesel,7,260.0
nissan,Elgrand,3.5L V6,3498.0,280.0,200,8.5,260000.0,Petrol,7,344.0
nissan,Datsun 510,1.6L Inline-4,1595.0,96.0,175,10.2,130000.0,Petrol,4,135.0
nissan,Prairie,2.0L Inline-4,1998.0,120.0,175,11.0,93600.0,Petrol,5,170.0
nissan,Pulsar GTI-R,2.0L Turbo Inline-4,1998.0,230.0,225,6.0,156000.0,Petrol,5,280.0
nissan,Almera Tino,1.8L Inline-4,1769.0,114.0,180,12.5,78000.0,Petrol,5,160.0
nissan,Lucino,1.6L Inline-4,1597.0,115.0,185,10.5,62400.0,Petrol,5,150.0
nissan,Rasheen,1.5L Inline-4,1497.0,105.0,165,13.0,52000.0,Petrol,5,135.0
nissan,Mistral,2.7L Turbo Diesel,2663.0,125.0,160,12.5,130000.0,Diesel,7,260.0
nissan,Patrol Y60,4.2L Inline-6,4169.0,155.0,160,12.0,234000.0,Diesel,7,330.0
nissan,X-Trail GT,2.0L Turbo Inline-4,1998.0,280.0,215,6.4,197600.0,Petrol,5,310.0
nissan,Terrano Regulus,3.3L V6,3275.0,170.0,175,10.0,145600.0,Petrol,5,290.0
nissan,President,4.5L V8,4494.0,280.0,210,7.5,364000.0,Petrol,5,400.0
nissan,Cima,4.1L V8,4130.0,270.0,210,8.0,312000.0,Petrol,5,390.0
nissan,Leopard J. Ferie,3.0L V6 Turbo,2960.0,255.0,215,6.5,234000.0,Petrol,5,340.0
nissan,Gloria Gran Turismo,3.0L V6 Turbo,2960.0,255.0,220,6.5,260000.0,Petrol,5,340.0
nissan,Infiniti Q45*,4.5L V8,4494.0,340.0,240,6.2,260000.0,Petrol,5,450.0
nissan,Datsun 240Z,2.4L Inline-6,2393.0,151.0,210,8.0,234000.0,Petrol,2,198.0
nissan,280ZX,2.8L Inline-6,2753.0,145.0,205,9.5,182000.0,Petrol,2,210.0
nissan,Silvia S13,1.8L Turbo Inline-4,1809.0,175.0,215,6.8,104000.0,Petrol,4,230.0
nissan,200SX,2.0L Turbo Inline-4,1998.0,200.0,225,7.0,130000.0,Petrol,4,260.0
nissan,NX Coupe,1.8L Inline-4,1839.0,140.0,200,9.0,93600.0,Petrol,4,180.0
nissan,NV2500,4.0L V6,3954.0,261.0,160,10.0,187200.0,Petrol,2,385.0
nissan,NV3500,5.6L V8,5552.0,375.0,170,9.0,218400.0,Petrol,2,525.0
nissan,NT400 Cabstar,3.0L Inline-4 Diesel,2953.0,150.0,140,15.0,182000.0,Diesel,3,350.0
porsche,Panamera,2.9L V6 Twin Turbo,2894.0,330.0,270,5.6,457600.0,Petrol,4,450.0
porsche,Panamera 4,2.9L V6 Twin Turbo,2894.0,330.0,270,5.4,478400.0,Petrol,4,450.0
porsche,Panamera 4S,2.9L V6 Twin Turbo,2894.0,440.0,289,4.4,546000.0,Petrol,4,550.0
porsche,Panamera Turbo S,4.0L V8 Twin Turbo,3996.0,620.0,315,3.1,936000.0,Petrol,4,820.0
porsche,Panamera GTS,4.0L V8 Twin Turbo,3996.0,473.0,300,3.9,676000.0,Petrol,4,620.0
porsche,Panamera Platinum Edition,2.9L V6 Twin Turbo,2894.0,330.0,270,5.4,530400.0,Petrol,4,450.0
porsche,Panamera 4 Executive,2.9L V6 Twin Turbo,2894.0,330.0,270,5.6,494000.0,Petrol,4,450.0
porsche,Cayenne,3.0L V6 Turbo,2995.0,335.0,245,5.9,416000.0,Petrol,5,450.0
porsche,Cayenne Coupe,3.0L V6 Turbo,2995.0,335.0,245,6.0,442000.0,Petrol,5,450.0
porsche,Cayenne S,2.9L V6 Twin Turbo,2894.0,434.0,265,5.0,494000.0,Petrol,5,550.0
porsche,Cayenne Turbo,4.0L V8 Twin Turbo,3996.0,541.0,286,4.0,676000.0,Petrol,5,770.0
porsche,Cayenne GTS,4.0L V8 Twin Turbo,3996.0,453.0,270,4.5,572000.0,Petrol,5,620.0
porsche,Macan,2.0L I4 Turbo,1984.0,261.0,232,6.2,312000.0,Petrol,5,400.0
porsche,Macan S,2.9L V6 Twin Turbo,2894.0,375.0,259,4.8,390000.0,Petrol,5,520.0
porsche,Macan GTS,2.9L V6 Twin Turbo,2894.0,434.0,272,4.5,442000.0,Petrol,5,550.0
porsche,Macan T,2.0L I4 Turbo,1984.0,261.0,232,6.2,338000.0,Petrol,5,400.0
porsche,911 Carrera,3.0L Flat-6 Twin Turbo,2981.0,379.0,293,4.2,572000.0,Petrol,4,450.0
porsche,911 Carrera S,3.0L Twin-Turbo Flat-6,2981.0,443.0,308,3.5,682760.0,Petrol,4,528.0
porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981.0,379.0,293,4.2,553800.0,Petrol,4,450.0
porsche,911 Carrera 4S,3.0L Twin-Turbo Flat-6,2981.0,443.0,306,3.4,589160.0,Petrol,4,528.0
porsche,911 Targa 4,3.0L Twin-Turbo Flat-6,2981.0,379.0,289,4.4,630760.0,Petrol,4,450.0
porsche,911 Turbo,3.8L Twin-Turbo Flat-6,3745.0,572.0,320,2.7,1025440.0,Petrol,4,750.0
porsche,911 Turbo S,3.8L Twin-Turbo Flat-6,3745.0,640.0,330,2.6,1198080.0,Petrol,4,800.0
porsche,911 GT3,4.0L Naturally Aspirated Flat-6,3996.0,502.0,318,3.4,837720.0,Petrol,2,469.0
porsche,911 GT3 RS,4.0L Naturally Aspirated Flat-6,3996.0,518.0,296,3.2,1254760.0,Petrol,2,465.0
porsche,911 Dakar,3.0L Twin-Turbo Flat-6,2981.0,473.0,240,3.4,1154400.0,Petrol,2,570.0
porsche,718 Cayman,2.0L Turbocharged Flat-4,1988.0,300.0,275,4.9,329680.0,Petrol,2,380.0
porsche,718 Cayman S,2.5L Turbocharged Flat-4,2497.0,350.0,285,4.4,392080.0,Petrol,2,420.0
porsche,718 Cayman GT4,4.0L Naturally Aspirated Flat-6,3995.0,414.0,302,4.2,521040.0,Petrol,2,420.0
porsche,718 Cayman GT4 RS,4.0L Naturally Aspirated Flat-6,3996.0,493.0,315,3.2,736840.0,Petrol,2,450.0
porsche,718 Boxster,2.0L Turbo Flat-4,1988.0,300.0,275,4.9,340600.0,Petrol,2,380.0
porsche,718 Boxster T,2.0L Turbo Flat-4,1988.0,300.0,275,4.7,361920.0,Petrol,2,380.0
porsche,718 Boxster GTS,4.0L Naturally Aspirated Flat-6,3995.0,394.0,293,4.3,469560.0,Petrol,2,430.0
porsche,718 Spyder,4.0L Naturally Aspirated Flat-6,3995.0,414.0,301,4.1,511160.0,Petrol,2,420.0
porsche,Panamera Base,2.9L Twin-Turbo V6,2894.0,325.0,265,5.6,479960.0,Petrol,4,450.0
porsche,Panamera 4 Sport Turismo,2.9L Twin-Turbo V6,2894.0,325.0,265,5.5,527280.0,Petrol,4,450.0
porsche,Panamera Platinum Edition,2.9L Twin-Turbo V6,2894.0,325.0,265,5.6,511160.0,Petrol,4,450.0
porsche,Panamera GTS Sport Turismo,4.0L Twin-Turbo V8,3996.0,473.0,300,3.9,711880.0,Petrol,4,620.0
porsche,Panamera Turbo Executive,4.0L Twin-Turbo V8,3996.0,550.0,306,3.8,911040.0,Petrol,4,770.0
porsche,Panamera Turbo S Exclusive Series,4.0L Twin-Turbo V8,3996.0,570.0,310,3.8,1508000.0,Petrol,4,800.0
porsche,Panamera 4S ,2.9L Twin-Turbo V6,2894.0,443.0,289,4.1,546000.0,Petrol,4,550.0
porsche,Macan Base,2.0L Turbo Inline-4,1984.0,265.0,232,6.4,301600.0,Petrol,5,400.0
porsche,Macan T,2.0L Turbo Inline-4,1984.0,265.0,233,6.2,327600.0,Petrol,5,400.0
porsche,Macan S,2.9L Twin-Turbo V6,2894.0,375.0,259,4.6,366080.0,Petrol,5,520.0
porsche,Macan GTS,2.9L Twin-Turbo V6,2894.0,434.0,272,4.3,431080.0,Petrol,5,550.0
porsche,Cayenne Base,3.0L Turbocharged V6,2995.0,335.0,245,5.9,375440.0,Petrol,5,450.0
porsche,Cayenne S Coupe,2.9L Twin-Turbo V6,2894.0,434.0,263,4.7,490360.0,Petrol,4,550.0
porsche,Cayenne Turbo GT,4.0L Twin-Turbo V8,3996.0,631.0,300,3.3,947180.0,Petrol,4,850.0
porsche,Cayenne Platinum Edition,3.0L Turbocharged V6,2995.0,335.0,245,5.8,410800.0,Petrol,5,450.0
porsche,Cayenne GTS Coupe,4.0L Twin-Turbo V8,3996.0,453.0,270,4.5,578240.0,Petrol,4,620.0
porsche,Cayenne Diesel (Regional Markets),3.0L Turbo Diesel V6,2967.0,262.0,221,7.3,358800.0,Diesel,5,580.0
cadillac,CT4,2.0L Turbo Inline-4 Gasoline,2000.0,237.0,250,6.0,178854.0,Petrol,5,350.0
cadillac,CT4-V,2.7L Turbo Inline-4 Gasoline,2700.0,325.0,260,4.9,242294.0,Petrol,5,500.0
cadillac,CT5,2.0L Turbo Inline-4 Gasoline,2000.0,237.0,240,6.6,198614.0,Petrol,5,350.0
cadillac,CT5-V,3.0L Twin-Turbo V6 Gasoline,3000.0,360.0,250,4.6,265174.0,Petrol,5,550.0
porsche,911 Carrera Base,3.0L Twin-Turbo Flat-6,2981.0,379.0,293,4.2,551720.0,Petrol,4,450.0
porsche,911 Carrera S Cabriolet,3.0L Twin-Turbo Flat-6,2981.0,443.0,304,3.9,675480.0,Petrol,4,530.0
porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981.0,379.0,293,4.4,589160.0,Petrol,4,450.0
porsche,911 Carrera 4 GTS,3.0L Twin-Turbo Flat-6,2981.0,473.0,311,3.3,712400.0,Petrol,4,570.0
porsche,911 Targa 4 GTS,3.0L Twin-Turbo Flat-6,2981.0,473.0,307,3.5,817960.0,Petrol,4,570.0
porsche,911 Turbo Cabriolet,3.8L Twin-Turbo Flat-6,3745.0,572.0,320,2.9,957320.0,Petrol,4,750.0
porsche,911 Turbo S Coupe,3.8L Twin-Turbo Flat-6,3745.0,640.0,330,2.7,1076400.0,Petrol,4,800.0
porsche,911 GT3 Touring,4.0L Naturally Aspirated Flat-6,3996.0,502.0,318,3.9,884000.0,Petrol,2,470.0
porsche,911 GT3 RS Clubsport,4.0L Naturally Aspirated Flat-6,3996.0,525.0,296,3.2,1163760.0,Petrol,2,465.0
porsche,911 Dakar Limited Edition,3.0L Twin-Turbo Flat-6,2981.0,473.0,240,3.4,1154400.0,Petrol,4,570.0
porsche,911 Carrera GTS Lightweight,3.0L Twin-Turbo Flat-6,2981.0,473.0,311,3.2,755560.0,Petrol,4,570.0
porsche,911 Targa 4 Lightweight,3.0L Twin-Turbo Flat-6,2981.0,379.0,289,4.3,704600.0,Petrol,4,450.0
porsche,911 Turbo Exclusive Series,3.8L Twin-Turbo Flat-6,3745.0,607.0,330,2.9,1341600.0,Petrol,4,750.0
porsche,911 GT2 RS,3.8L Twin-Turbo Flat-6,3745.0,700.0,340,2.8,1524640.0,Petrol,2,750.0
porsche,911 GT3 Cup,4.0L Naturally Aspirated Flat-6,3996.0,510.0,290,3.4,1274000.0,Petrol,1,470.0
porsche,911 GT4 RS,4.0L Naturally Aspirated Flat-6,3996.0,500.0,315,3.4,1154400.0,Petrol,2,450.0
porsche,911 Sport Turismo,3.0L Twin-Turbo Flat-6,2981.0,379.0,293,4.4,603200.0,Petrol,4,450.0
porsche,911 Turbo Cabriolet Lightweight,3.8L Twin-Turbo Flat-6,3745.0,572.0,318,3.0,994760.0,Petrol,4,750.0
porsche,911 Dakar Sport,3.0L Twin-Turbo Flat-6,2981.0,473.0,240,3.5,1211600.0,Petrol,4,570.0
tatamotors,Tiago,1.2L Revotron 3-cylinder Petrol,1199.0,86.0,170,13.0,42640.0,Petrol,5,113.0
tatamotors,Altroz DCA,1.2L Revotron 3-cylinder Petrol,1199.0,86.0,170,12.5,58760.0,Petrol,5,113.0
tatamotors,Altroz iTurbo,1.2L Turbocharged Petrol,1199.0,110.0,180,10.0,62400.0,Petrol,5,140.0
tatamotors,Altroz CNG,1.2L Revotron Bi-Fuel,1199.0,86.0,165,12.0,61360.0,Petrol,5,113.0
tatamotors,Tiago NRG,1.2L Revotron 3-cylinder Petrol,1199.0,86.0,170,13.5,47840.0,Petrol,5,113.0
tatamotors,Nano GenX,624cc MPFI,624.0,37.0,105,29.0,20800.0,Petrol,4,51.0
tatamotors,Indica eV2,1.4L CR4 Diesel,1396.0,70.0,155,16.0,32240.0,Diesel,5,140.0
tatamotors,Indica V2 Xeta,1.2L MPFI Petrol,1193.0,65.0,140,16.0,26000.0,Petrol,5,100.0
tatamotors,Tigor,1.2L Revotron 3-cylinder Petrol,1199.0,86.0,170,13.0,48880.0,Petrol,5,113.0
tatamotors,Indigo eCS,1.4L CR4 Diesel,1396.0,70.0,155,16.5,33800.0,Diesel,5,140.0
cadillac,Escalade,6.2L V8 Gasoline,6200.0,420.0,210,6.8,412334.0,Petrol,7,624.0
tatamotors,Indigo LX,1.4L CR4 Diesel,1396.0,70.0,150,17.0,36400.0,Diesel,5,140.0
tatamotors,Indigo GLX,1.4L MPFI Petrol,1396.0,85.0,160,15.0,37440.0,Petrol,5,115.0
cadillac,Escalade ESV,6.2L V8 Gasoline,6200.0,420.0,205,6.9,427934.0,Petrol,7,624.0
tatamotors,Harrier,2.0L Kryotec Turbocharged Diesel,1956.0,168.0,180,11.0,119600.0,Diesel,5,350.0
tatamotors,Safari,2.0L Kryotec Turbocharged Diesel,1956.0,168.0,180,11.0,132600.0,Diesel,7,350.0
tatamotors,Punch,1.2L Revotron Petrol,1199.0,86.0,160,16.0,54600.0,Petrol,5,113.0
tatamotors,Hexa,2.2L Varicor Diesel,2179.0,154.0,180,12.0,104000.0,Diesel,7,400.0
tatamotors,Aria,2.2L Dicor Diesel,2179.0,138.0,162,13.0,98800.0,Diesel,7,320.0
tatamotors,Sumo Gold,3.0L CR4 Diesel,2956.0,85.0,125,17.6,78000.0,Diesel,7,250.0
tatamotors,Sumo Grande,2.2L Dicor Diesel,2179.0,118.0,140,15.0,85800.0,Diesel,7,250.0
jeep,Wrangler,3.6L V6 Pentastar Gasoline,3600.0,285.0,180,6.8,183014.0,Petrol,4,353.0
jeep,Wrangler Rubicon,2.0L Turbo I4 Gasoline,2000.0,270.0,180,7.1,218920.0,Petrol,4,400.0
jeep,Grand Cherokee,3.6L V6 Pentastar Gasoline,3600.0,293.0,209,7.0,215956.0,Petrol,5,352.0
